CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12571,40,2,519.61,0,New / Occasional
12572,9,2,1020.42,0,New / Occasional
12573,227,1,160.54000000000002,1,Hibernating
12574,316,1,218.45,1,Hibernating
12576,36,5,1315.83,2,Loyal Customers
12577,35,3,626.6,2,Loyal Customers
12578,21,2,2794.51,2,Loyal Customers
12579,78,1,440.42,1,Hibernating
12580,247,1,415.7,1,Hibernating
12582,239,2,511.36,1,Hibernating
12583,3,15,7281.38,3,Champions
12584,4,9,2338.15,3,Champions
12585,234,2,2040.1,2,Loyal Customers
12587,8,1,144.0,0,New / Occasional
12588,39,1,214.89999999999998,1,Hibernating
12590,211,2,9864.26,2,Loyal Customers
12591,317,1,452.84999999999997,1,Hibernating
12594,38,10,3338.2200000000003,3,Champions
12596,51,2,618.27,2,Loyal Customers
12597,19,4,3811.22,2,Loyal Customers
12598,10,8,3023.08,3,Champions
12599,29,7,1032.58,2,Loyal Customers
12600,29,10,2599.04,3,Champions
12601,190,5,577.0600000000001,2,Loyal Customers
12603,22,1,739.1999999999999,0,New / Occasional
12604,79,2,254.18,1,Hibernating
12609,78,3,1126.85,2,Loyal Customers
12610,23,5,2099.54,2,Loyal Customers
12611,52,1,1193.32,2,Loyal Customers
12612,74,1,704.0400000000001,1,Hibernating
12613,57,5,3344.38,2,Loyal Customers
12614,278,1,315.6,1,Hibernating
12616,95,2,713.3,1,Hibernating
12617,29,1,352.98,0,New / Occasional
12619,16,9,3641.24,3,Champions
12620,15,3,1339.41,0,New / Occasional
12621,2,20,13689.67,3,Champions
12622,232,1,180.1,1,Hibernating
12624,106,2,641.13,1,Hibernating
12626,23,9,6620.48,3,Champions
12627,11,7,4478.53,3,Champions
12630,10,2,1270.88,0,New / Occasional
12631,57,1,640.5,1,Hibernating
12633,59,4,2163.98,2,Loyal Customers
12635,90,2,1689.18,2,Loyal Customers
12637,67,8,6002.9,2,Loyal Customers
12638,33,1,671.69,0,New / Occasional
12639,239,1,486.1,1,Hibernating
12640,24,3,1174.58,2,Loyal Customers
12641,115,1,185.9,1,Hibernating
12642,25,3,1013.26,2,Loyal Customers
12645,34,4,1775.18,2,Loyal Customers
12646,5,2,1346.97,0,New / Occasional
12647,22,12,3722.82,3,Champions
12648,155,1,318.05,1,Hibernating
12649,107,3,623.51,2,Loyal Customers
12650,3,1,314.44,0,New / Occasional
12651,335,1,114.0,1,Hibernating
12652,331,1,919.98,1,Hibernating
12653,149,2,2209.85,2,Loyal Customers
12654,11,5,601.98,0,New / Occasional
12656,17,5,4051.17,3,Champions
12657,11,4,1643.18,2,Loyal Customers
12658,19,1,686.05,0,New / Occasional
12659,30,1,91.68,1,Hibernating
12660,11,1,245.1,0,New / Occasional
12664,8,9,4881.88,3,Champions
12665,325,1,63.0,1,Hibernating
12667,58,1,620.13,1,Hibernating
12669,151,3,2744.0299999999997,2,Loyal Customers
12670,10,5,2996.05,3,Champions
12673,5,2,610.52,0,New / Occasional
12676,25,6,1331.39,2,Loyal Customers
12679,59,4,1113.02,2,Loyal Customers
12680,1,4,862.81,0,New / Occasional
12681,15,22,13787.54,3,Champions
12682,4,31,12279.82,3,Champions
12683,4,15,8476.57,3,Champions
12684,8,7,2283.63,3,Champions
12685,28,6,2863.08,2,Loyal Customers
12686,372,1,89.14,1,Hibernating
12689,26,2,1247.61,2,Loyal Customers
12691,28,6,1035.8,2,Loyal Customers
12693,127,4,855.91,2,Loyal Customers
12694,70,2,869.67,2,Loyal Customers
12695,7,4,582.1,0,New / Occasional
12701,80,2,797.71,2,Loyal Customers
12702,20,1,219.0,0,New / Occasional
12703,71,1,283.55,1,Hibernating
12704,7,8,2340.84,3,Champions
12705,15,9,6868.29,3,Champions
12707,292,1,603.42,1,Hibernating
12708,30,10,2712.91,3,Champions
12709,15,15,9706.52,3,Champions
12710,97,3,1149.02,2,Loyal Customers
12712,29,13,4396.13,3,Champions
12714,9,5,4708.86,3,Champions
12715,106,1,343.36,1,Hibernating
12716,4,2,1053.49,0,New / Occasional
12718,71,1,238.25,1,Hibernating
12719,5,2,644.95,0,New / Occasional
12721,32,6,2656.13,2,Loyal Customers
12723,4,5,725.07,0,New / Occasional
12724,5,4,1031.41,0,New / Occasional
12725,371,1,427.8,1,Hibernating
12726,28,7,2609.1,2,Loyal Customers
12727,11,7,3980.7,3,Champions
12728,71,4,836.33,2,Loyal Customers
12729,114,1,453.01,1,Hibernating
12731,24,12,18895.91,3,Champions
12732,180,1,236.26000000000002,1,Hibernating
12733,234,1,383.95,1,Hibernating
12734,353,1,110.39999999999999,1,Hibernating
12735,315,2,779.5699999999999,1,Hibernating
12736,333,1,234.0,1,Hibernating
12738,372,1,155.35,1,Hibernating
12739,78,2,1013.04,2,Loyal Customers
12740,64,1,427.6,1,Hibernating
12744,52,7,21279.29,3,Champions
12747,2,11,4196.01,3,Champions
12748,1,209,33053.19,3,Champions
12750,129,1,275.88,1,Hibernating
12752,81,1,4366.78,2,Loyal Customers
12753,23,6,21429.39,3,Champions
12755,281,2,3811.95,2,Loyal Customers
12757,16,13,7834.650000000001,3,Champions
12759,52,3,1531.44,2,Loyal Customers
12764,317,1,1693.88,1,Hibernating
12766,4,7,6989.63,3,Champions
12769,239,1,1143.6,1,Hibernating
12770,211,1,1351.45,1,Hibernating
12778,20,6,822.23,2,Loyal Customers
12779,38,8,3981.36,3,Champions
12782,5,5,2330.92,3,Champions
12783,2,6,2225.91,3,Champions
12784,9,2,532.8199999999999,0,New / Occasional
12787,10,3,463.66,0,New / Occasional
12789,65,1,91.85,1,Hibernating
12791,374,1,192.60000000000002,1,Hibernating
12792,257,1,400.53999999999996,1,Hibernating
12793,335,2,545.48,1,Hibernating
12795,19,1,430.48,0,New / Occasional
12797,366,1,254.03,1,Hibernating
12798,10,3,6977.04,3,Champions
12802,187,1,427.58,1,Hibernating
12809,178,1,489.31,1,Hibernating
12811,261,3,514.85,1,Hibernating
12812,45,1,229.64000000000001,1,Hibernating
12815,148,2,1063.46,2,Loyal Customers
12816,96,2,572.2,1,Hibernating
12818,262,1,1542.08,1,Hibernating
12820,3,4,942.34,0,New / Occasional
12822,71,2,948.88,2,Loyal Customers
12823,75,5,1759.5,2,Loyal Customers
12824,60,1,397.12,1,Hibernating
12826,3,7,1474.72,3,Champions
12827,6,3,430.15000000000003,0,New / Occasional
12829,337,2,293.0,1,Hibernating
12830,38,6,6814.64,2,Loyal Customers
12831,262,1,215.05,1,Hibernating
12832,32,2,383.03,0,New / Occasional
12833,145,1,417.38,1,Hibernating
12834,283,1,312.38,1,Hibernating
12836,59,4,2610.36,2,Loyal Customers
12838,34,2,671.95,0,New / Occasional
12839,3,14,5591.42,3,Champions
12840,144,4,2726.77,2,Loyal Customers
12841,5,25,3991.58,3,Champions
12842,70,2,1118.99,2,Loyal Customers
12843,66,8,1702.26,2,Loyal Customers
12844,29,2,325.96000000000004,0,New / Occasional
12845,267,4,354.09,1,Hibernating
12847,22,1,843.64,0,New / Occasional
12849,31,2,1010.29,2,Loyal Customers
12852,295,1,311.55,1,Hibernating
12853,135,6,1957.1000000000001,2,Loyal Customers
12855,373,1,38.1,1,Hibernating
12856,8,6,2170.78,3,Champions
12857,211,2,1106.4,1,Hibernating
12863,52,1,521.2,1,Hibernating
12865,26,2,1568.23,2,Loyal Customers
12866,283,1,559.12,1,Hibernating
12867,26,7,4009.34,3,Champions
12868,186,6,1607.0600000000002,2,Loyal Customers
12871,84,2,380.64,1,Hibernating
12872,327,2,599.97,1,Hibernating
12875,143,2,343.2300000000001,1,Hibernating
12876,58,2,2218.02,2,Loyal Customers
12877,4,12,1535.77,3,Champions
12878,236,2,854.99,1,Hibernating
12879,45,3,573.22,2,Loyal Customers
12882,9,2,1463.04,0,New / Occasional
12883,25,4,703.47,2,Loyal Customers
12884,88,1,309.05,1,Hibernating
12885,63,3,1175.22,2,Loyal Customers
12886,68,2,1378.4,2,Loyal Customers
12888,214,2,354.12,1,Hibernating
12890,24,1,376.71999999999997,0,New / Occasional
12891,186,3,331.0,1,Hibernating
12897,205,2,216.5,1,Hibernating
12901,9,28,17654.54,3,Champions
12902,265,1,138.68,1,Hibernating
12904,18,2,496.06,0,New / Occasional
12906,12,5,2919.81,3,Champions
12908,176,2,750.0,1,Hibernating
12909,40,5,2178.67,2,Loyal Customers
12910,23,8,3075.04,3,Champions
12912,3,5,1662.3,3,Champions
12913,5,5,2483.63,3,Champions
12915,149,2,363.65,1,Hibernating
12916,139,4,2944.95,2,Loyal Customers
12917,128,1,594.0,1,Hibernating
12920,17,1,162.78,0,New / Occasional
12921,9,37,16587.09,3,Champions
12923,64,1,172.82,1,Hibernating
12924,88,4,933.7,2,Loyal Customers
12925,5,2,694.05,0,New / Occasional
12928,35,5,2062.7000000000003,2,Loyal Customers
12930,78,2,415.8,1,Hibernating
12931,22,15,42055.96,3,Champions
12933,24,3,607.53,0,New / Occasional
12935,2,7,2160.7,3,Champions
12936,17,4,1063.9,2,Loyal Customers
12937,15,4,1504.27,2,Loyal Customers
12938,26,1,114.14,0,New / Occasional
12939,64,8,11581.8,3,Champions
12940,55,2,899.69,2,Loyal Customers
12942,131,3,675.6,2,Loyal Customers
12944,36,2,604.51,0,New / Occasional
12945,288,1,462.95,1,Hibernating
12948,16,7,2064.95,3,Champions
12949,31,8,4167.22,3,Champions
12950,2,3,1843.0,0,New / Occasional
12952,6,4,1387.79,0,New / Occasional
12953,10,1,329.85,0,New / Occasional
12955,1,11,4757.16,3,Champions
12962,7,2,266.39,0,New / Occasional
12963,8,8,1856.63,3,Champions
12965,89,1,769.8100000000001,1,Hibernating
12967,358,2,1660.9,2,Loyal Customers
12968,112,1,135.95,1,Hibernating
12971,4,86,11189.91,3,Champions
12974,198,1,144.8,1,Hibernating
12976,212,1,738.6,1,Hibernating
12977,156,1,39.239999999999995,1,Hibernating
12980,158,9,7374.900000000001,2,Loyal Customers
12981,30,2,372.21999999999997,0,New / Occasional
12982,243,1,390.54,1,Hibernating
12984,19,1,97.5,0,New / Occasional
12985,1,2,1239.38,0,New / Occasional
12988,292,1,505.82,1,Hibernating
12990,31,3,409.5,0,New / Occasional
12991,23,2,503.76,0,New / Occasional
12993,23,4,414.76,0,New / Occasional
12995,85,1,211.32,1,Hibernating
12999,196,3,455.88,1,Hibernating
13000,107,3,534.85,2,Loyal Customers
13001,4,13,9785.970000000001,3,Champions
13002,318,1,120.94999999999999,1,Hibernating
13003,106,3,149.05,1,Hibernating
13004,12,18,5655.91,3,Champions
13005,174,2,513.7,1,Hibernating
13006,56,1,81.57,1,Hibernating
13008,323,1,229.46999999999997,1,Hibernating
13011,372,1,50.550000000000004,1,Hibernating
13012,9,8,1646.8400000000001,3,Champions
13013,1,13,4810.9400000000005,3,Champions
13015,53,5,3339.64,2,Loyal Customers
13016,73,3,789.89,2,Loyal Customers
13017,7,1,204.0,0,New / Occasional
13018,16,28,7277.7,3,Champions
13021,4,9,2616.38,3,Champions
13023,64,2,689.9,2,Loyal Customers
13026,1,5,975.36,0,New / Occasional
13027,114,6,6912.0,2,Loyal Customers
13028,23,2,661.3199999999999,0,New / Occasional
13029,31,3,1247.5,2,Loyal Customers
13030,11,2,752.4399999999999,0,New / Occasional
13032,52,2,1010.18,2,Loyal Customers
13035,74,2,921.88,2,Loyal Customers
13037,138,3,881.07,2,Loyal Customers
13038,80,3,908.46,2,Loyal Customers
13040,9,2,676.99,0,New / Occasional
13043,273,1,516.42,1,Hibernating
13044,291,1,560.47,1,Hibernating
13045,99,1,305.28000000000003,1,Hibernating
13046,31,2,629.31,0,New / Occasional
13047,32,10,3237.54,3,Champions
13048,14,4,1819.41,2,Loyal Customers
13049,64,2,656.6800000000001,2,Loyal Customers
13050,15,17,5836.86,3,Champions
13052,212,1,348.15000000000003,1,Hibernating
13055,78,3,1214.41,2,Loyal Customers
13058,25,3,271.40000000000003,0,New / Occasional
13059,250,1,183.4,1,Hibernating
13060,254,1,307.53,1,Hibernating
13062,191,1,346.98,1,Hibernating
13065,373,1,205.86,1,Hibernating
13066,24,2,470.8,0,New / Occasional
13067,82,1,115.46000000000001,1,Hibernating
13068,10,2,344.0,0,New / Occasional
13069,1,24,4431.44,3,Champions
13070,192,1,228.8,1,Hibernating
13072,267,1,177.15,1,Hibernating
13077,1,4,728.02,0,New / Occasional
13079,4,5,220.10000000000002,0,New / Occasional
13080,179,1,58.08,1,Hibernating
13081,12,11,28337.38,3,Champions
13082,126,9,3613.63,2,Loyal Customers
13083,4,2,303.75,0,New / Occasional
13085,158,2,416.08000000000004,1,Hibernating
13089,3,97,58762.08,3,Champions
13093,276,8,7832.47,2,Loyal Customers
13097,33,10,6003.22,3,Champions
13098,1,28,28882.44,3,Champions
13099,99,1,207.35999999999999,1,Hibernating
13101,234,1,101.19,1,Hibernating
13102,1,24,6424.09,3,Champions
13104,3,6,1098.48,3,Champions
13106,133,1,76.5,1,Hibernating
13107,44,4,1531.6200000000001,2,Loyal Customers
13108,373,1,350.06,1,Hibernating
13109,60,2,786.54,2,Loyal Customers
13110,31,7,1488.67,2,Loyal Customers
13113,1,24,12245.960000000001,3,Champions
13115,12,4,2294.78,2,Loyal Customers
13116,138,1,501.14,1,Hibernating
13117,22,8,984.91,2,Loyal Customers
13118,20,5,1197.81,2,Loyal Customers
13120,239,1,30.599999999999998,1,Hibernating
13121,269,1,283.73,1,Hibernating
13122,94,2,922.39,2,Loyal Customers
13127,78,1,259.17,1,Hibernating
13131,23,3,1073.3,2,Loyal Customers
13132,262,1,77.3,1,Hibernating
13133,274,2,109.8,1,Hibernating
13134,86,4,1793.58,2,Loyal Customers
13135,197,1,3096.0,2,Loyal Customers
13136,56,5,2607.61,2,Loyal Customers
13137,11,8,3603.29,3,Champions
13139,16,7,5064.94,3,Champions
13140,108,3,422.47,1,Hibernating
13144,333,1,110.95,1,Hibernating
13147,10,4,712.8000000000001,0,New / Occasional
13149,14,4,1676.06,2,Loyal Customers
13151,296,1,1257.8700000000001,1,Hibernating
13153,6,1,486.22,0,New / Occasional
13155,33,4,971.76,2,Loyal Customers
13157,49,4,1741.22,2,Loyal Customers
13158,95,4,1201.06,2,Loyal Customers
13159,9,4,1429.35,0,New / Occasional
13160,22,1,91.8,0,New / Occasional
13161,313,1,112.75,1,Hibernating
13162,122,4,1688.29,2,Loyal Customers
13165,46,2,1021.48,2,Loyal Customers
13166,283,1,417.2,1,Hibernating
13167,19,4,791.33,0,New / Occasional
13169,64,2,712.88,2,Loyal Customers
13170,27,1,108.81,0,New / Occasional
13171,22,3,468.41,0,New / Occasional
13173,4,2,353.65,0,New / Occasional
13174,16,3,2742.82,2,Loyal Customers
13177,65,1,282.45,1,Hibernating
13178,26,11,5725.47,3,Champions
13182,45,1,121.18,1,Hibernating
13183,8,9,3957.78,3,Champions
13184,15,10,1668.95,3,Champions
13186,40,3,1575.89,2,Loyal Customers
13187,337,1,236.02,1,Hibernating
13188,11,1,114.60000000000001,0,New / Occasional
13189,19,2,260.68,0,New / Occasional
13192,95,2,911.94,2,Loyal Customers
13193,61,1,112.08,1,Hibernating
13194,136,1,60.7,1,Hibernating
13196,11,4,1797.78,2,Loyal Customers
13198,10,6,3401.2400000000002,3,Champions
13200,19,4,870.09,2,Loyal Customers
13203,10,4,869.46,0,New / Occasional
13207,15,2,250.26000000000002,0,New / Occasional
13210,94,1,353.48,1,Hibernating
13212,20,3,786.83,0,New / Occasional
13213,57,5,1520.58,2,Loyal Customers
13216,268,1,333.74,1,Hibernating
13218,127,1,62.63999999999999,1,Hibernating
13220,78,4,819.2900000000001,2,Loyal Customers
13221,240,2,847.41,1,Hibernating
13223,200,2,163.20000000000002,1,Hibernating
13224,60,2,2155.95,2,Loyal Customers
13225,3,7,6463.84,3,Champions
13226,273,1,108.21000000000001,1,Hibernating
13228,81,1,358.0,1,Hibernating
13229,226,1,160.95,1,Hibernating
13230,4,14,2755.63,3,Champions
13232,13,7,1328.35,3,Champions
13233,74,2,605.12,1,Hibernating
13236,25,2,744.85,0,New / Occasional
13238,17,4,700.73,0,New / Occasional
13239,262,1,329.56,1,Hibernating
13242,112,3,270.40000000000003,1,Hibernating
13244,93,1,121.74000000000001,1,Hibernating
13245,51,1,430.5,1,Hibernating
13247,18,4,501.12,0,New / Occasional
13248,125,2,465.68,1,Hibernating
13249,92,3,711.41,2,Loyal Customers
13253,157,2,1030.4,2,Loyal Customers
13255,9,2,399.51,0,New / Occasional
13258,12,3,672.83,0,New / Occasional
13259,62,1,283.18,1,Hibernating
13260,61,1,557.62,1,Hibernating
13261,269,2,944.1,1,Hibernating
13262,263,1,200.29,1,Hibernating
13263,1,35,7436.93,3,Champions
13265,53,5,2092.66,2,Loyal Customers
13266,11,12,3834.2599999999998,3,Champions
13267,3,19,4521.49,3,Champions
13268,18,11,3174.75,3,Champions
13270,366,1,590.0,1,Hibernating
13271,37,1,211.49,1,Hibernating
13273,113,1,138.98,1,Hibernating
13276,64,2,590.9300000000001,1,Hibernating
13278,41,1,542.73,0,New / Occasional
13280,122,3,798.46,2,Loyal Customers
13283,60,2,93.66,1,Hibernating
13284,331,1,201.19,1,Hibernating
13291,156,1,361.11,1,Hibernating
13292,39,2,578.9399999999999,0,New / Occasional
13294,190,2,873.74,1,Hibernating
13295,360,1,201.20000000000002,1,Hibernating
13296,137,1,87.4,1,Hibernating
13297,8,4,2089.85,2,Loyal Customers
13298,1,1,360.0,0,New / Occasional
13299,268,1,142.5,1,Hibernating
13301,104,4,618.09,2,Loyal Customers
13302,155,1,63.75,1,Hibernating
13304,351,1,300.42,1,Hibernating
13307,120,1,15.0,1,Hibernating
13309,7,5,1456.79,3,Champions
13310,28,3,1132.03,2,Loyal Customers
13311,4,2,598.57,0,New / Occasional
13313,22,5,1555.32,2,Loyal Customers
13314,2,3,775.94,0,New / Occasional
13316,37,4,5732.93,2,Loyal Customers
13317,66,6,2273.68,2,Loyal Customers
13318,1,3,640.76,0,New / Occasional
13319,5,26,10845.550000000001,3,Champions
13320,78,4,1532.2,2,Loyal Customers
13321,72,2,567.36,1,Hibernating
13322,17,1,199.48000000000002,0,New / Occasional
13323,3,5,787.85,0,New / Occasional
13324,36,10,7121.95,3,Champions
13325,82,1,675.3,1,Hibernating
13328,316,1,1308.48,1,Hibernating
13329,32,2,789.0,0,New / Occasional
13330,93,3,1140.93,2,Loyal Customers
13332,14,1,350.9,0,New / Occasional
13334,82,3,3502.32,2,Loyal Customers
13336,77,1,795.12,1,Hibernating
13338,158,1,487.02,1,Hibernating
13339,201,1,860.12,1,Hibernating
13340,45,7,10736.48,3,Champions
13341,261,1,775.85,1,Hibernating
13344,68,3,2511.69,2,Loyal Customers
13345,288,1,389.5,1,Hibernating
13347,70,1,341.36,1,Hibernating
13348,64,1,233.76,1,Hibernating
13349,11,1,247.32,0,New / Occasional
13350,16,2,979.12,0,New / Occasional
13351,66,1,373.94,1,Hibernating
13352,60,1,397.97999999999996,1,Hibernating
13354,71,1,743.53,1,Hibernating
13355,122,1,674.7,1,Hibernating
13356,80,1,768.24,1,Hibernating
13358,269,1,439.03,1,Hibernating
13359,64,1,439.56,1,Hibernating
13362,9,4,3090.7400000000002,3,Champions
13363,18,2,992.5,0,New / Occasional
13364,71,1,134.95999999999998,1,Hibernating
13365,34,2,2225.37,2,Loyal Customers
13366,50,1,56.160000000000004,1,Hibernating
13368,257,2,623.4,1,Hibernating
13369,366,1,308.28000000000003,1,Hibernating
13372,90,1,378.64,1,Hibernating
13373,61,3,3312.25,2,Loyal Customers
13375,89,1,778.65,1,Hibernating
13376,99,3,1019.76,2,Loyal Customers
13379,26,3,572.56,0,New / Occasional
13381,32,6,3639.31,2,Loyal Customers
13384,31,7,4151.93,3,Champions
13385,330,1,534.57,1,Hibernating
13388,131,2,677.1,1,Hibernating
13389,11,3,797.96,0,New / Occasional
13390,75,1,544.08,1,Hibernating
13394,2,8,2520.02,3,Champions
13395,185,1,307.72,1,Hibernating
13396,29,2,1360.99,2,Loyal Customers
13397,73,5,1544.13,2,Loyal Customers
13398,192,1,457.34,1,Hibernating
13402,127,2,621.23,1,Hibernating
13403,18,1,75.0,0,New / Occasional
13404,1,2,252.49,0,New / Occasional
13405,74,3,572.451,2,Loyal Customers
13408,2,62,28117.04,3,Champions
13410,24,5,1003.06,2,Loyal Customers
13416,44,2,712.5,2,Loyal Customers
13417,5,2,640.83,0,New / Occasional
13418,12,18,6127.43,3,Champions
13419,64,1,221.06,1,Hibernating
13420,150,2,159.85,1,Hibernating
13422,64,1,2626.3,2,Loyal Customers
13425,108,3,1624.21,2,Loyal Customers
13426,1,10,3641.32,3,Champions
13427,19,3,582.6,0,New / Occasional
13428,10,1,201.78,0,New / Occasional
13429,11,4,1006.8,0,New / Occasional
13430,19,2,679.45,0,New / Occasional
13431,67,2,1269.1,2,Loyal Customers
13434,74,2,534.24,1,Hibernating
13436,2,1,196.89,0,New / Occasional
13437,14,7,3408.06,3,Champions
13439,255,1,283.71,1,Hibernating
13441,92,1,296.64,1,Hibernating
13447,23,3,1129.14,2,Loyal Customers
13448,17,6,3534.69,3,Champions
13449,24,1,291.88,0,New / Occasional
13451,26,5,2898.2599999999998,2,Loyal Customers
13452,259,2,590.0,1,Hibernating
13458,7,14,9646.57,3,Champions
13460,29,2,183.44,0,New / Occasional
13462,253,1,151.5,1,Hibernating
13464,58,1,674.68,1,Hibernating
13466,184,1,307.9,1,Hibernating
13467,11,2,1071.91,0,New / Occasional
13470,99,2,165.0,1,Hibernating
13471,1,4,2501.84,3,Champions
13473,61,2,422.64,1,Hibernating
13474,236,1,226.84,1,Hibernating
13476,179,2,1238.47,2,Loyal Customers
13477,38,6,1454.58,2,Loyal Customers
13479,201,2,300.95,1,Hibernating
13481,46,5,1804.56,2,Loyal Customers
13482,232,1,184.64,1,Hibernating
13483,66,1,140.34,1,Hibernating
13484,241,1,313.8,1,Hibernating
13486,78,3,1122.41,2,Loyal Customers
13488,17,13,8968.31,3,Champions
13489,105,4,449.52,2,Loyal Customers
13491,52,10,1215.82,2,Loyal Customers
13492,136,3,1269.84,2,Loyal Customers
13493,275,2,618.63,1,Hibernating
13494,312,1,316.26000000000005,1,Hibernating
